ID,Species,Owner,Country.of.Origin,Company,Region,Producer,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
349,Arabica,alfredo bojalil,Mexico,ecomtrading,xalapa,JULIAN ALBERTO URRUTIA MOYA,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.12,NA,1000,1000,1000
350,Arabica,carcafe ltda ci,Colombia,carcafe ltda,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,2012,"April 2nd, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.11,Green,2136,2136,2136
351,Arabica,nucoffee,Brazil,nucoffee,south of minas,Alvaro Resende Aguiar,2012,"January 23rd, 2012",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,Blue-Green,1100,1100,1100
352,Arabica,carcafe ltda ci,Colombia,carcafe ltda,cundinamarca,Orlando Moreno / Willson Sanchez,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,0,Bluish-Green,1799,1799,1799
353,Arabica,cqi taiwan icp cqi,Taiwan,,NA,0912326001,2016,"February 13th, 2017",CQI Taiwan ICP CQI,NA,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10,83.5,0.11,Blue-Green,-1,-1,-1
354,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",tarrazu,Martin Gutierrez,2015,"June 6th, 2016","CECA, S.A.",Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0,Blue-Green,1850,1850,1850
355,Arabica,carcafe ltda ci,Colombia,carcafe ltda,pitalito,Mecias Urbano / Yaniver Alvarez,2016,"April 7th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,0,Green,1000,1000,1000
356,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,0.1,Bluish-Green,372,372,372
357,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,La Plata,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,0.12,Green,1600,1950,1775
358,Arabica,damari absalome,Tanzania,tawoca,nkure- meru,Mr & Mrs Damari Absalome,2015,"November 16th, 2015",Damari Absalome,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,Green,1400,1400,1400
359,Arabica,aulia arif syahri,Indonesia,pt. olam indonesia,bener meriah,Yusrin,2015,"September 14th, 2015",Aulia Arif Syahri,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,Bluish-Green,1500,1500,1500
360,Arabica,debesa agro industry plc,Ethiopia,debesa agro industry plc,oromia,Debesa,2014,"March 31st, 2015",Debesa Agro Industry Plc,NA,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,NA,1600,1600,1600
361,Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,huila,NA,2014,"March 12th, 2015",Federacion Nacional de Cafeteros,NA,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0,NA,-1,-1,-1
362,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2014,"January 22nd, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0.11,Green,1850,1850,1850
363,Arabica,the coffee source inc.,Guatemala,the coffee source inc.,atitlan,UNEX,2013,"December 18th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0.1,Green,1400,1400,1400
364,Arabica,NA,Colombia,ecom cca sa,cundinamarca,NA,2014,"August 11th, 2014",NA,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,0,NA,1650,1650,1650
365,Arabica,NA,Honduras,cigrah,comayagua,Reynerio Zepeda,2014,"April 8th, 2014",NA,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,Green,1350,1350,1350
366,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2013,"April 26th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,0,Green,1750,1750,1750
367,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2013,"May 24th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0.11,Green,1750,1750,1750
368,Arabica,manuel herrera juarez,Mexico,finca los barreales,xalapa,MANUEL HERRERA JUAREZ,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,0.13,Green,1170,1170,1170
369,Arabica,miguel cortes moreno,Mexico,estrategias constructivas corzu s.a. de c.v.,chilÃ³n,ARMANDO GUTIERREZ GUZMAN,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,0.11,Green,940,940,940
370,Arabica,gabriel bernardo rivas ross,Mexico,NA,totutla,GABRIEL BERNARD RIVAS ROSS,2012,"July 11th, 2012",GABRIEL BERNARDO RIVAS ROSS,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,0.12,Green,1400,1400,1400
371,Arabica,juan luis alvarado romero,Guatemala,kanematsu corporation / rnp santo tomas pachuj,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10.0,10.0,10.0,7.5,83.5,0.1,Green,465,465,465
372,Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,huila,La Plata,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,0.11,Green,1600,1950,1775
373,Arabica,felipe isaza,Guatemala,coffee resources inc.,oriente,ConquistaMorito,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,0,Green,427,427,427
374,Arabica,kona pacific farmers cooperative,United States,NA,NA,NA,NA,"March 8th, 2011",Kona Pacific Farmers Cooperative,NA,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5,0.01,NA,-1,-1,-1
375,Arabica,specialty coffee association of indonesia,Indonesia,NA,bondowoso,PT. PERKEBUNAN NUSANTARA XII,NA,"November 29th, 2010",Specialty Coffee Association of Indonesia,NA,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,0,NA,1600,1600,1600
376,Arabica,carcafe ltda ci,Colombia,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,2017,"November 9th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,0,Green,439,439,439
377,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",san marcos,JORGE LEAL,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.1,Green,1700,1700,1700
378,Arabica,carcafe ltda ci,Colombia,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,2016,"May 10th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,0.11,Green,442,442,442
379,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",tarrazu,Martin Gutierrez,2016,"February 17th, 2017","CECA, S.A.",Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,Blue-Green,1850,1850,1850
380,Arabica,cqi taiwan icp cqi,Taiwan,,NA,0939227229,2015,"February 13th, 2017",CQI Taiwan ICP CQI,NA,,7.67,7.67,7,7.08,7.0,7.0,10.0,10.0,10.0,10,83.42,0.11,Blue-Green,-1,-1,-1
381,Arabica,bugisu cooperative union,Uganda,bugisu cooperative union,eastern,Bulago & Buginyanya,2015,"July 21st, 2016",Bugisu Cooperative Union,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,Green,1800,1800,1800
382,Arabica,koju matsuzawa,Thailand,matsuzawa coffee,thailand,Matsuzawa Coffee,2015,"June 27th, 2016",Koju Matsuzawa,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,Bluish-Green,1200,1200,1200
383,Arabica,NA,El Salvador,NA,apaneca,"Ibero El Salvador, S.A. de C.V.",2016,"April 25th, 2016",NA,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,NA,1330,1330,1330
384,Arabica,carcafe ltda ci,Colombia,carcafe ltda,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,Green,442,442,442
385,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,vale da grama,GABRIEL CARVALHO DIAS,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0.12,Green,-1,-1,-1
386,Arabica,ngila estate ltd,Tanzania,ngila estate ltd,karatu northern,Ngila Estate Ltd,2014,"December 12th, 2014",Ngila Estate Ltd,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,Green,1600,1600,1600
387,Arabica,NA,Colombia,ecom cca sa,huila,NA,2014,"October 15th, 2014",NA,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,Green,1813,1813,1813
388,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,2013,"August 21st, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,Green,372,372,372
389,Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",antigua,NA,2014,"February 18th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,Green,1500,1500,1500
390,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,Green,399,399,399
391,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0,Green,-1,-1,-1
392,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,cundinamarca,Exportadora de cafe condor,2012,"June 26th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,Green,1450,1450,1450
393,Arabica,federacion nacional de cafeteros,Colombia,NA,huila,NA,NA,"February 1st, 2011",NA,NA,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.1,NA,-1,-1,-1
394,Arabica,kona pacific farmers cooperative,United States,NA,kona,Kona Pacific Farmers Co-Op,2010,"December 27th, 2010",Kona Pacific Farmers Cooperative,NA,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0.01,NA,-1,-1,-1
395,Arabica,doi tung development project,Thailand,NA,NA,Doi Tung Development Project,NA,"April 13th, 2010",Doi Tung Development Project,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,NA,-1,-1,-1
396,Arabica,grounds for health admin,Mexico,NA,nayarit,"Productores de Cafe de El Cuarenteno, S. de P.R. de R.L",NA,"May 26th, 2010",Grounds for Health Admin,NA,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8,83.38,0.09,NA,900,1200,1050
397,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,various,2016,"November 8th, 2016",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0,NA,1650,1650,1650
398,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,guayata,NA,2016,"June 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0,Blue-Green,-1,-1,-1
399,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,huila,La Plata,2016,"May 5th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0,Green,-1,-1,-1
400,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2015,"October 12th, 2015",Ipanema Coffees,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,Green,1227,1227,1227
401,Arabica,andreas kussmaul,Mexico,NA,chiapas,ECC,2014,"July 14th, 2015",ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,Green,1200,1200,1200
402,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,santander,varios,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,Green,1650,1650,1650
403,Arabica,afca,Tanzania,mondul coffee estate,arusha,Mondul Coffee Estate,2014,"December 12th, 2014",AFCA,NA,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,Green,1700,1700,1700
404,Arabica,j.andrade,Mexico,NA,veracruz,NA,2013,"July 15th, 2014",J.ANDRADE,NA,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,Green,1100,1100,1100
405,Arabica,the coffee source inc.,Costa Rica,the coffee source inc.,san ramon,SEVERAL,2014,"April 7th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,Green,1300,1300,1300
406,Arabica,eileen koyanagi,United States,kona pacific farmers cooperative,kona,NA,2014,"February 25th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,Bluish-Green,-1,-1,-1
407,Arabica,eric thormaehlen,Costa Rica,coricafe s.a.,central valley,CORICAFE BLEND,2013,"February 14th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8,83.33,0.11,Green,1100,1300,1200
408,Arabica,dane loraas,Peru,sustainable harvest,NA,NA,2013,"January 21st, 2014",Dane Loraas,NA,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0.12,Green,-1,-1,-1
409,Arabica,itiah coffee llc,Haiti,itiah coffee llc.,"thiotte, haiti",COOPCAB,2012,"October 3rd, 2013",ITIAH COFFEE LLC,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,Green,390,390,390
410,Arabica,carcafe ltda ci,Colombia,carcafe ltda,pitalito,ORLANDO ORTIZ / HIPOLITO TORRES,2013,"April 26th, 2013",CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,Green,1000,1000,1000
411,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,Green,399,399,399
412,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,Bluish-Green,-1,-1,-1
413,Arabica,steven kil,Burundi,the specialty coffee appraisers institute of asia,kayanza,NA,2012,"August 29th, 2012",Steven Kil,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0,NA,1880,1880,1880
414,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,condor,2012,"May 30th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0,Green,1750,1750,1750
415,Arabica,kona pacific farmers cooperative,United States,NA,kona,NA,NA,"September 20th, 2011",Kona Pacific Farmers Cooperative,NA,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33,0.01,NA,-1,-1,-1
416,Arabica,kona pacific farmers cooperative,United States,NA,NA,NA,NA,"February 24th, 2011",Kona Pacific Farmers Cooperative,NA,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33,0,NA,-1,-1,-1
417,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cafe de don balbino s.c. de r.l. de c.v.,sierra madre occidental,BALBINO RAMIREZ FLORES,2017,"March 7th, 2017",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,Blue-Green,1600,1600,1600
418,Arabica,troy quimby,Costa Rica,bold coast coffee,tarrazu,Manuel Montero,2016,"January 30th, 2017",Troy Quimby,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,Green,1900,1900,1900
419,Arabica,rodrigo soto,Costa Rica,panamerican coffee trading,tarrazu,Coopellanobonito,2015,"September 20th, 2016",Rodrigo Soto,NA,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0.11,NA,-1,-1,-1
420,Arabica,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,nuevo oriente,PABLO CHUY,2016,"August 12th, 2016",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,Green,2100,2100,2100
421,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd,"sipi, mt elgon",Kawacom Uganda LTD,2015,"May 19th, 2016",Kawacom Uganda LTD,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,Green,-1,-1,-1
422,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,campos altos - cerrado,NA,2016,"January 12th, 2016",BOURBON SPECIALTY COFFEES,NA,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8,83.25,0.12,Green,-1,-1,-1
423,Arabica,carcafe ltda ci,Colombia,carcafe ltda,huila,FRANKLIN DUSSAN,2015,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0,Green,442,442,442
424,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,productos y servicios chilindron s.a. de c.v.,cuarenteÃ±o,Rafael Arroyo Zoto,2015,"July 14th, 2015",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,Bluish-Green,1261,1261,1261
425,Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,natou county,LIN YEN CHIEN,2015,"June 18th, 2015","Lin, Che-Hao Krude",Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,Blue-Green,1000,1000,1000
426,Arabica,cqi taiwan icp cqi,Taiwan,,????,,2014,"November 23rd, 2014",CQI Taiwan ICP CQI,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,Green,800,800,800
427,Arabica,NA,Colombia,ecom cca sa,eje cafetero,NA,2014,"June 24th, 2014",NA,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0,Green,1483,1483,1483
428,Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",antigua,NA,2014,"March 7th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,Green,1500,1500,1500
429,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2013,"August 2nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,Green,1750,1750,1750
430,Arabica,calixto guillen vazquez,Mexico,"finca triunfo verde, s.c.",chiapas,VRIOS PRODUCTORES,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,Green,1300,1300,1300
431,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2012,"March 21st, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0.11,Bluish-Green,-1,-1,-1
432,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,veracruz,ERNESTO RODRIGUEZ LUNA,2012,"August 1st, 2012",ERNESTO RODRIGUEZ LUNA,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.13,Green,-1,-1,-1
433,Arabica,modesto landeros flores,Mexico,NA,fortÃ­n de las flores,MODESTO LANDEROS FLORES,2012,"July 11th, 2012",MODESTO LANDEROS FLORES,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,Blue-Green,1000,1000,1000
434,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,Green,399,399,399
435,Arabica,nucoffee,Brazil,nucoffee,grama valley,Eliane de Andrade Cyrino Noqueira,2012,"February 23rd, 2012",NUCOFFEE,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,Blue-Green,1200,1200,1200
436,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,huila,NA,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,Green,175,175,175
437,Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,la plata,La Plata,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,Green,1600,1950,1775
438,Arabica,exportadora de cafe condor s.a,Colombia,NA,huila,NA,NA,"June 14th, 2011",Exportadora de Cafe Condor S.A,NA,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,NA,1600,1800,1700
439,Arabica,exportadora de cafe condor s.a,Colombia,NA,cauca,NA,NA,"February 22nd, 2011",Exportadora de Cafe Condor S.A,NA,,8,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,NA,1880,1880,1880
440,Arabica,exportadora de cafe condor s.a,Colombia,NA,cundinamarca,NA,NA,"January 17th, 2011",Exportadora de Cafe Condor S.A,NA,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,NA,1800,1800,1800
441,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,Ipanema Agricola S.A,2017,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,Green,890,890,890
442,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,AGROINDUSTRIAS CAFETALERAS,2017,"August 24th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,Green,1901,1901,1901
